28097 NG15-03    698    5760000 12 1/2% RS3         10          1
28098 NG15-03    705    5760000 12 1/2% RS3         10          1
28099 NG15-03    864    5760000 12 1/2% RS8         10          1
28100 NG15-03    869    5760000 12 1/2% RS9         10          1
28101 NG15-03    870    5760000 12 1/2% RS9         10          1
28102 NG15-03   1009    5760000 12 1/2% RS9         10          1
28103 NG16-01     50    5760000 12 1/2% RS3         10          2
28104 NG16-01     64    5760000 12 1/2% RS3         10          2
28105 NG16-01     98    5760000 12 1/2% RS3         10          1
28106 NG16-01    116    5760000 12 1/2% RS9         10          1
28107 NG16-01    117    5760000 12 1/2% RS9         10          1
28108 NG16-01    160    5760000 12 1/2% RS9         10          1
28109 NG16-01    161    5760000 12 1/2% RS9         10          1
28110 NG16-01    202    5760000 12 1/2% RS8         10          1
28111 NG16-01    203    5760000 12 1/2% RS9         10          1
28112 NG16-01    283    5760000 12 1/2% RS8         10          1
28113 NG16-01    312    5760000 12 1/2% RS3         10          1
28114 NG16-01    313    5760000 12 1/2% RS3         10          1
28115 NG16-01    322    5760000 12 1/2% RS3         10          1
28116 NG16-01    323    5760000 12 1/2% RS3         10          1
28117 NG16-01    324    5760000 12 1/2% RS8         10          1
28118 NG16-01    326    5760000 12 1/2% RS8         10          1
28119 NG16-01    365    5760000 12 1/2% RS8         10          1
28120 NG16-01    366    5760000 12 1/2% RS3         10          1
28121 NG16-01    367    5760000 12 1/2% RS8         10          1
28122 NG16-01    368    5760000 12 1/2% RS8         10          1
28123 NG16-01    377    5760000 12 1/2% RS8         10          1
28124 NG16-01    378    5760000 12 1/2% RS8         10          1
28125 NG16-01    406    5760000 12 1/2% RS8         10          2
28126 NG16-01    407    5760000 12 1/2% RS8         10          3
28127 NG16-01    408    5760000 12 1/2% RS8         10          1
28128 NG16-01    412    5760000 12 1/2% RS8         10          1
28129 NG16-01    428    5760000 12 1/2% RS9         10          2
28130 NG16-01    429    5760000 12 1/2% RS9         10          2
28131 NG16-01    445    5760000 12 1/2% RS8         10          7
28132 NG16-01    446    5760000 12 1/2% RS8         10          7
28133 NG16-01    487    5760000 12 1/2% RS3         10          1
28134 NG16-01    489    5760000 12 1/2% RS8         10          7
28135 NG16-01    490    5760000 12 1/2% RS8         10          7
28136 NG16-01    530    5760000 12 1/2% RS8         10          1
28137 NG16-01    531    5760000 12 1/2% RS8         10          1
28138 NG16-01    636    5760000 12 1/2% RS8         10          1
28139 NG16-01    637    5760000 12 1/2% RS9         10          1
28140 NG16-01    675    5760000 12 1/2% RS9         10          1
28141 NG16-01    681    5760000 12 1/2% RS9         10          1
28142 NG16-01    719    5760000 12 1/2% RS9         10          1
28143 NG16-01    890    5760000 12 1/2% RS9         10          1
28144 NG16-01    891    5760000 12 1/2% RS9         10          1
28145 NG16-01    892    5760000 12 1/2% RS9         10          1
28146 NG15-06     14    5760000 12 1/2% RS9         10          1
28147 NG15-06     18    5760000 12 1/2% RS9         10          1
28148 NG15-06     53    5760000 12 1/2% RS8         10          1
28149 NG15-06     60    5760000 12 1/2% RS9         10          1
28150 NG15-06     61    5760000 12 1/2% RS8         10          1
28151 NG15-06     97    5760000 12 1/2% RS8         10          3
28152 NG15-06    104    5760000 12 1/2% RS8         10          1
28153 NG15-06    110    5760000 12 1/2% RS8         10          1
28154 NG15-06    136    5760000 12 1/2% RS8         10          1
28155 NG15-06    141    5760000 12 1/2% RS8         10          2
28156 NG15-06    149    5760000 12 1/2% RS8         10          1
28157 NG15-06    153    5760000 12 1/2% RS9         10          2
28158 NG15-06    154    5760000 12 1/2% RS8         10          2
28159 NG15-06    177    5760000 12 1/2% RS8         10          1
28160 NG15-06    178    5760000 12 1/2% RS8         10          1
28161 NG15-06    179    5760000 12 1/2% RS8         10          1
28162 NG15-06    221    5760000 12 1/2% RS8         10          2
28163 NG15-06    222    5760000 12 1/2% RS8         10          1
28164 NG15-06    223    5760000 12 1/2% RS8         10          1
28165 NG15-06    241    5760000 12 1/2% RS9         10          1
28166 NG15-06    242    5760000 12 1/2% RS9         10          1
28167 NG15-06    244    5760000 12 1/2% RS9         10          1
28168 NG15-06    265    5760000 12 1/2% RS8         10          2
28169 NG15-06    266    5760000 12 1/2% RS8         10          2
28170 NG15-06    309    5760000 12 1/2% RS8         10          1
28171 NG15-06    310    5760000 12 1/2% RS8         10          1
28172 NG15-06    353    5760000 12 1/2% RS8         10          1
28173 NG15-06    369    5760000 12 1/2% RS8         10          2
28174 NG15-06    414    5760000 12 1/2% RS9         10          3
28175 NG15-06    415    5760000 12 1/2% RS9         10          2
28176 NG15-06    447    5760000 12 1/2% RS9         10          1
28177 NG15-06    490    5760000 12 1/2% RS9         10          1
28178 NG15-06    491    5760000 12 1/2% RS9         10          1
28179 NG15-06    496    5760000 12 1/2% RS9         10          1
28180 NG15-06    532    5760000 12 1/2% RS9         10          1
28181 NG15-06    533    5760000 12 1/2% RS9         10          2
28182 NG15-06    582    5760000 12 1/2% RS9         10          3
28183 NG15-06    619    5760000 12 1/2% RS9         10          1
28184 NG15-06    625    5760000 12 1/2% RS9         10          3
28185 NG15-06    626    5760000 12 1/2% RS9         10          3
28186 NG15-06    839    5760000 12 1/2% RS9         10          1
28187 NG15-06    883    5760000 12 1/2% RS9         10          1
28188 NG15-06    927    5760000 12 1/2% RS9         10          1
28189 NG16-04     47    5760000 12 1/2% RS9         10          1
28190 NG16-04     48    5760000 12 1/2% RS9         10          1
