Lease_Number,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6
0028009,1,O&G,MC,478,RELINQ05/19/2015,2481.0
0035826,1,O&G,MC,478,PRIMRY07/01/2016,689.0
0016611,1,O&G,MC,479,EXPIR 06/30/2006,2211.0
0031503,1,O&G,MC,479,RELINQ12/07/2016,2237.0
0035974,1,O&G,MC,479,PRIMRY07/01/2017,689.0
0008816,1,O&G,MC,480,EXPIR 05/31/1997,2139.0
0019957,1,O&G,MC,480,EXPIR 04/30/2008,59.0
0033157,1,O&G,MC,480,RELINQ12/07/2016,2237.0
0036547,1,O&G,MC,480,PRIMRY07/01/2019,689.0
0008817,1,O&G,MC,481,EXPIR 05/31/1997,2139.0
0019958,1,O&G,MC,481,RELINQ07/28/2005,1500.0
0031504,1,O&G,MC,481,RELINQ10/13/2016,2237.0
0005081,1,O&G,MC,485,TERMIN08/15/1987,276.0
0009814,1,O&G,MC,485,TERMIN05/20/2004,1284.0
0002959,1,O&G,MC,486,EXPIR 11/30/1979,114.0
0006957,1,O&G,MC,486,TERMIN05/06/2009Y,2655.0
0002960,1,O&G,MC,487,RELINQ11/12/1982Y,78.0
0006958,1,O&G,MC,487,TERMIN05/06/2009Y,2655.0
0008818,1,O&G,MC,488,RELINQ05/26/1992,967.0
0022881,1,O&G,MC,488,RELINQ04/13/2006,2481.0
0008819,1,O&G,MC,489,RELINQ05/26/1992,967.0
0014002,1,O&G,MC,489,RELINQ06/23/1998,250.0
0021762,1,O&G,MC,489,TERMIN05/29/2008,2058.0
0033738,1,O&G,MC,489,EXPIR 05/26/2016,56.0
0006959,1,O&G,MC,490,RELINQ12/28/1988,114.0
0014003,1,O&G,MC,490,RELINQ06/23/1998,250.0
0021172,1,O&G,MC,490,RELINQ06/17/2004,3.0
0027276,1,O&G,MC,490,RELINQ05/08/2009,2058.0
0033739,1,O&G,MC,490,EXPIR 05/26/2016,56.0
0018247,1,O&G,MC,491,RELINQ06/07/2002,1958.0
0025094,1,O&G,MC,491,RELINQ05/06/2008,2647.0
0010997,1,O&G,MC,492,RELINQ04/28/1994,967.0
0018248,1,O&G,MC,492,RELINQ06/07/2002,1958.0
0025095,1,O&G,MC,492,RELINQ05/06/2008,2647.0
0005853,1,O&G,MC,493,EXPIR 06/30/1988,114.0
0010998,1,O&G,MC,493,RELINQ04/28/1994,967.0
0021763,1,O&G,MC,493,EXPIR 06/30/2008,2647.0
0033158,1,O&G,MC,493,RELINQ04/23/2015,3165.0
0005854,1,O&G,MC,494,RELINQ07/07/1988,81.0
0010999,1,O&G,MC,494,EXPIR 04/30/1994,1.0
0024081,1,O&G,MC,494,RELINQ04/17/2007,2647.0
0005855,1,O&G,MC,495,RELINQ07/08/1988,540.0
0011000,1,O&G,MC,495,RELINQ12/16/1992,276.0
0014004,1,O&G,MC,495,RELINQ06/23/1998,2139.0
0024082,1,O&G,MC,495,RELINQ05/17/2007,2647.0
0014005,1,O&G,MC,496,TERMIN12/18/2017Y,2806.0
0021173,1,O&G,MC,497,RELINQ04/06/2004,1777.0
0009815,1,O&G,MC,498,RELINQ05/30/1991,689.0
0019959,1,O&G,MC,498,RELINQ06/25/2002,2481.0
0008820,1,O&G,MC,499,RELINQ07/31/1991,689.0
0016612,1,O&G,MC,499,RELINQ08/08/2001,1855.0
0024083,1,O&G,MC,499,RELINQ04/05/2007,2169.0
0032331,1,O&G,MC,499,RELINQ06/28/2013,2480.0
0037209,1,O&G,MC,499,PRIMRY10/01/2022,2058.0
0009816,1,O&G,MC,501,RELINQ04/19/1991,114.0
0038014,1,O&G,MC,501,PRIMRY,2058.0
0006960,1,O&G,MC,502,TERMIN08/01/1990,114.0
0014638,1,O&G,MC,502,RELINQ04/29/1999,1578.0
0024084,1,O&G,MC,502,PROD  10/27/2009Y,2058.0
0006961,1,O&G,MC,503,RELINQ05/26/1992,276.0
0014639,1,O&G,MC,503,EXPIR 04/30/2004,162.0
0027277,1,O&G,MC,503,PROD  12/09/2011Y,2058.0
0008488,1,O&G,MC,504,RELINQ05/26/1992,276.0
0018249,1,O&G,MC,504,TERMIN03/01/2013,2058.0
0035336,1,O&G,MC,504,EXPIR 06/30/2024,2058.0
0038015,1,O&G,MC,504,PRIMRY,2361.0
0007946,1,O&G,MC,505,RELINQ06/27/1991,689.0
0014006,1,O&G,MC,505,EXPIR 04/30/2003,2481.0
0026260,1,O&G,MC,505,EXPIR 05/31/2015,2528.0
0035827,1,O&G,MC,505,PROD  01/25/2023Y,2058.0
0007947,1,O&G,MC,506,RELINQ06/27/1991,689.0
0014007,1,O&G,MC,506,EXPIR 04/30/2003,2481.0
0026261,1,O&G,MC,506,RELINQ05/16/2018Y,1284.0
0036963,1,O&G,MC,506,PRIMRY03/01/2021,2647.0
0007948,1,O&G,MC,507,RELINQ06/27/1991,689.0
0014008,1,O&G,MC,507,EXPIR 04/30/2003,2481.0
0026262,1,O&G,MC,507,RELINQ12/19/2007,2806.0
0033159,1,O&G,MC,507,RELINQ06/25/2015,1284.0
0037210,1,O&G,MC,507,PRIMRY10/01/2022,78.0
0009817,1,O&G,MC,508,EXPIR 04/30/1998,771.0
0021764,1,O&G,MC,508,RELINQ04/27/2009Y,276.0
0033740,1,O&G,MC,508,RELINQ05/19/2016,2237.0
0035975,1,O&G,MC,508,UNIT  04/01/2024,78.0
0009818,1,O&G,MC,509,EXPIR 04/30/1998,771.0
0021765,1,O&G,MC,509,RELINQ04/27/2009Y,276.0
0033741,1,O&G,MC,509,EXPIR 06/30/2017,2748.0
0036250,1,O&G,MC,509,UNIT  04/01/2024Y,2058.0
0033160,1,O&G,MC,510,RELINQ05/12/2016,276.0
0018250,1,O&G,MC,511,RELINQ06/22/2005,78.0
0031505,1,O&G,MC,511,RELINQ01/06/2016,2481.0
0036251,1,O&G,MC,511,EXPIR 06/30/2025,59.0
0021766,1,O&G,MC,512,RELINQ04/27/2009,276.0
0035337,1,O&G,MC,512,RELINQ06/05/2020,2481.0
0037211,1,O&G,MC,512,PRIMRY10/01/2022,2647.0
0031506,1,O&G,MC,513,RELINQ08/23/2017,2805.0
0036252,1,O&G,MC,513,PRIMRY07/01/2018,59.0
0012161,1,O&G,MC,514,EXPIR 06/30/2000,114.0
0024085,1,O&G,MC,514,EXPIR 06/30/2013,2058.0
0035338,1,O&G,MC,514,RELINQ04/14/2020,2647.0
0036964,1,O&G,MC,514,PRIMRY02/01/2021,689.0
0012162,1,O&G,MC,515,EXPIR 06/30/2000,114.0
0024086,1,O&G,MC,515,EXPIR 06/30/2013,2782.0
0035339,1,O&G,MC,515,RELINQ04/14/2020,2647.0
0013128,1,O&G,MC,516,EXPIR 04/30/2001,2481.0
0024087,1,O&G,MC,516,RELINQ12/19/2012,56.0
0034895,1,O&G,MC,516,EXPIR 07/31/2023,3567.0
0008821,1,O&G,MC,517,EXPIR 05/31/1997,1680.0
0022882,1,O&G,MC,517,EXPIR 04/30/2011,56.0
0034440,1,O&G,MC,517,RELINQ09/17/2021,2481.0
0009819,1,O&G,MC,518,RELINQ12/18/1992,771.0
0014640,1,O&G,MC,518,RELINQ12/23/2003,2481.0
0026263,1,O&G,MC,518,EXPIR 06/30/2015,2782.0
0035828,1,O&G,MC,518,PRIMRY07/01/2016,2481.0
0009820,1,O&G,MC,519,RELINQ12/18/1992,771.0
0014641,1,O&G,MC,519,EXPIR 04/30/2004,2481.0
0027278,1,O&G,MC,519,PROD  06/05/2012Y,2481.0
0009821,1,O&G,MC,520,UNIT  10/21/2008Y,2481.0
0008822,1,O&G,MC,521,TERMIN11/30/2008,2481.0
0034441,1,O&G,MC,521,PROD  07/07/2017Y,3362.0
0008823,1,O&G,MC,522,UNIT  10/21/2008Y,689.0
0024088,1,O&G,MC,523,EXPIR 04/30/2013,689.0
0035636,1,O&G,MC,523,EXPIR 06/30/2025,689.0
0008824,1,O&G,MC,524,EXPIR 05/31/1997,2139.0
0019960,1,O&G,MC,524,EXPIR 07/31/2008,689.0
0033161,1,O&G,MC,524,UNIT  06/06/2023,689.0
0016613,1,O&G,MC,525,EXPIR 06/30/2006,2481.0
0031507,1,O&G,MC,525,UNIT  02/21/2024Y,689.0
0013129,1,O&G,MC,529,EXPIR 04/30/1996,59.0
0019961,1,O&G,MC,529,EXPIR 07/31/2003,2190.0
0026264,1,O&G,MC,529,EXPIR 05/31/2009,2219.0
0002958,1,O&G,MC,530,EXPIR 11/30/1979Y,114.0
0006962,1,O&G,MC,530,TERMIN05/06/2009,2655.0
0008825,1,O&G,MC,531,TERMIN11/21/1995,1217.0
0018251,1,O&G,MC,531,RELINQ05/28/1999,689.0
0021767,1,O&G,MC,531,RELINQ06/28/2005,981.0
0008826,1,O&G,MC,532,RELINQ05/26/1992,967.0
0021768,1,O&G,MC,532,RELINQ06/28/2005,981.0
0007949,1,O&G,MC,533,EXPIR 07/31/1990,232.0
0013130,1,O&G,MC,533,RELINQ06/28/1996,1967.0
0018252,1,O&G,MC,533,RELINQ06/26/2003,59.0
0027279,1,O&G,MC,533,RELINQ06/21/2010,2647.0
0034442,1,O&G,MC,533,RELINQ05/04/2016,56.0
0018253,1,O&G,MC,534,RELINQ05/08/2002,59.0
0027280,1,O&G,MC,534,RELINQ06/21/2010,2647.0
0034443,1,O&G,MC,534,RELINQ05/04/2016,56.0
0019962,1,O&G,MC,535,RELINQ07/18/2003,2611.0
0009822,1,O&G,MC,536,EXPIR 04/30/1993,481.0
0018254,1,O&G,MC,536,EXPIR 07/31/2007,2748.0
0013131,1,O&G,MC,537,RELINQ04/27/1995,276.0
0024089,1,O&G,MC,537,RELINQ04/10/2007,2647.0
0008489,1,O&G,MC,538,RELINQ05/23/1990,689.0
0013132,1,O&G,MC,538,RELINQ04/27/1995,276.0
0016614,1,O&G,MC,538,PROD  11/24/2003Y,2647.0
0008490,1,O&G,MC,539,RELINQ05/23/1990,689.0
0013133,1,O&G,MC,539,RELINQ12/16/1992,276.0
0014009,1,O&G,MC,539,RELINQ06/23/1998,2139.0
0021174,1,O&G,MC,539,RELINQ06/22/2004,2647.0
0027281,1,O&G,MC,539,RELINQ05/23/2011,2528.0
0019963,1,O&G,MC,540,RELINQ06/27/2003,689.0
0026265,1,O&G,MC,540,RELINQ06/13/2013,2528.0
0018255,1,O&G,MC,541,RELINQ06/29/2000,3.0
0022883,1,O&G,MC,541,RELINQ06/21/2006,2169.0
0006963,1,O&G,MC,542,EXPIR 05/31/1989,59.0
0018256,1,O&G,MC,542,RELINQ06/29/2000,3.0
0022884,1,O&G,MC,542,RELINQ03/23/2006,981.0
0031508,1,O&G,MC,542,RELINQ02/25/2014,2873.0
0006964,1,O&G,MC,543,EXPIR 05/31/1989,59.0
0016615,1,O&G,MC,543,RELINQ09/20/2001,2481.0
0024090,1,O&G,MC,543,REJECT06/18/2002,
0025096,1,O&G,MC,543,REJECT06/16/2003,
0026266,1,O&G,MC,543,RELINQ12/19/2007,2806.0
0032332,1,O&G,MC,543,RELINQ06/18/2014,2010.0
0037212,1,O&G,MC,543,PRIMRY10/01/2022,78.0
0015488,1,O&G,MC,544,RELINQ08/25/2000,3.0
0022885,1,O&G,MC,544,REJECT06/22/2001,
0024091,1,O&G,MC,544,REJECT06/18/2002,
0025097,1,O&G,MC,544,REJECT06/16/2003,
0026267,1,O&G,MC,544,RELINQ12/19/2007,2806.0
0032333,1,O&G,MC,544,RELINQ06/18/2014,2010.0
0007950,1,O&G,MC,545,TERMIN08/01/1990,114.0
0015489,1,O&G,MC,545,EXPIR 08/31/2003,162.0
0027282,1,O&G,MC,545,EXPIR 04/29/2016,2058.0
0036132,1,O&G,MC,545,UNIT  09/03/2024,2058.0
0006965,1,O&G,MC,546,TERMIN08/01/1990Y,114.0
0014642,1,O&G,MC,546,RELINQ04/10/2002Y,162.0
0025098,1,O&G,MC,546,PROD  11/02/2021Y,2058.0
0008827,1,O&G,MC,547,RELINQ05/28/1992,689.0
0018257,1,O&G,MC,547,EXPIR 04/30/2007,2782.0
0032334,1,O&G,MC,547,PROD  12/23/2011Y,2058.0
0032335,1,O&G,MC,548,EXPIR 06/30/2018,2782.0
0011001,1,O&G,MC,550,RELINQ04/30/1991,689.0
0015490,1,O&G,MC,550,RELINQ06/28/2002,2481.0
0027283,1,O&G,MC,550,EXPIR 05/30/2016,1284.0
0008828,1,O&G,MC,551,RELINQ01/07/1997,771.0
0019964,1,O&G,MC,551,EXPIR 06/30/2008,276.0
0033162,1,O&G,MC,551,RELINQ05/01/2015,2481.0
0016616,1,O&G,MC,552,RELINQ05/25/2005,689.0
0031509,1,O&G,MC,552,RELINQ02/18/2016,276.0
0009823,1,O&G,MC,553,EXPIR 04/30/1998,771.0
0021175,1,O&G,MC,553,EXPIR 05/31/2009,59.0
0033742,1,O&G,MC,553,EXPIR 06/30/2017,2748.0
0009824,1,O&G,MC,554,EXPIR 04/30/1998,771.0
0021769,1,O&G,MC,554,EXPIR 04/30/2010,276.0
0034444,1,O&G,MC,554,RELINQ11/27/2018,1834.0
0036548,1,O&G,MC,554,PRIMRY07/01/2019,2647.0
0009825,1,O&G,MC,555,EXPIR 04/30/1998,771.0
0021770,1,O&G,MC,555,EXPIR 05/31/2010Y,276.0
0034445,1,O&G,MC,555,RELINQ11/27/2018,1834.0
0036549,1,O&G,MC,555,PRIMRY07/01/2019,2647.0
0016617,1,O&G,MC,556,RELINQ07/14/2005,78.0
0028010,1,O&G,MC,556,EXPIR 06/30/2016,2528.0
0036133,1,O&G,MC,556,EXPIR 10/31/2024,2647.0
0016618,1,O&G,MC,557,RELINQ07/14/2005,78.0
0031510,1,O&G,MC,557,RELINQ08/23/2017,2805.0
0015491,1,O&G,MC,558,RELINQ06/09/2004,276.0
0031511,1,O&G,MC,558,RELINQ08/23/2017,2805.0
0015492,1,O&G,MC,559,RELINQ06/09/2004,
0013134,1,O&G,MC,560,EXPIR 04/30/2001,2481.0
0024092,1,O&G,MC,560,RELINQ12/19/2012,56.0
0034896,1,O&G,MC,560,EXPIR 07/31/2023Y,3567.0
0008829,1,O&G,MC,561,EXPIR 05/31/1997,1680.0
0019965,1,O&G,MC,561,TERMIN01/08/2009Y,2237.0
0034446,1,O&G,MC,561,EXPIR 09/30/2022,2481.0
0008830,1,O&G,MC,562,EXPIR 05/31/1997,114.0
0019966,1,O&G,MC,562,PROD  03/23/2016Y,2481.0
0009826,1,O&G,MC,563,EXPIR 04/30/1998,114.0
0021176,1,O&G,MC,563,SOP   04/23/2025Y,3362.0
0009827,1,O&G,MC,564,EXPIR 04/30/1998,114.0
0027284,1,O&G,MC,564,EXPIR 05/30/2016,689.0
0036253,1,O&G,MC,564,PRIMRY07/01/2018,2481.0
0011002,1,O&G,MC,565,TERMIN11/30/2008,2481.0
0033743,1,O&G,MC,565,REJECT06/22/2010,
0034447,1,O&G,MC,565,EXPIR 10/31/2022,2647.0
0037477,1,O&G,MC,565,PRIMRY07/01/2023,2481.0
0008831,1,O&G,MC,566,UNIT  10/21/2008Y,689.0
0016619,1,O&G,MC,567,EXPIR 06/30/2006,2117.0
0031512,1,O&G,MC,567,NO-ISS,
0033744,1,O&G,MC,567,UNIT  09/10/2024,689.0
0008832,1,O&G,MC,568,EXPIR 05/31/1997,2139.0
0019967,1,O&G,MC,568,EXPIR 07/31/2008,689.0
0033163,1,O&G,MC,568,UNIT  06/21/2025,689.0
0016620,1,O&G,MC,569,EXPIR 06/30/2006,2211.0
0031513,1,O&G,MC,569,UNIT  06/06/2023,689.0
0005856,1,O&G,MC,573,RELINQ12/31/1987,593.0
0012163,1,O&G,MC,573,EXPIR 06/30/1995,35.0
0016621,1,O&G,MC,573,EXPIR 08/31/2001,185.0
0024093,1,O&G,MC,573,EXPIR 06/30/2007,689.0
0033164,1,O&G,MC,573,REJECT,
0033745,1,O&G,MC,573,REJECT06/22/2010,
0035976,1,O&G,MC,573,RELINQ07/17/2019,3296.0
0013135,1,O&G,MC,574,EXPIR 04/30/1996,59.0
0019968,1,O&G,MC,574,EXPIR 07/31/2003,2190.0
0005857,1,O&G,MC,575,RELINQ12/18/1987,78.0
0013136,1,O&G,MC,575,EXPIR 04/30/1999,2211.0
0021771,1,O&G,MC,575,RELINQ06/21/2005,105.0
0005858,1,O&G,MC,576,RELINQ12/18/1987,78.0
0011003,1,O&G,MC,576,EXPIR 04/30/1994,1254.0
0015493,1,O&G,MC,576,TERMIN08/31/2004,981.0
0013137,1,O&G,MC,577,RELINQ06/28/1996,1967.0
0018258,1,O&G,MC,577,RELINQ06/28/2001,730.0
0025099,1,O&G,MC,577,RELINQ06/11/2008,2647.0
0024094,1,O&G,MC,578,RELINQ04/15/2009,2481.0
0009828,1,O&G,MC,579,RELINQ10/15/1992,1.0
0016622,1,O&G,MC,579,RELINQ05/22/2001,2481.0
0024095,1,O&G,MC,579,EXPIR 04/30/2013,687.0
0036883,1,O&G,MC,579,PRIMRY08/01/2020,2481.0
0009829,1,O&G,MC,580,RELINQ10/15/1992,1.0
0018259,1,O&G,MC,580,EXPIR 07/31/2007,2117.0
0018260,1,O&G,MC,581,EXPIR 06/30/2007,2647.0
0008491,1,O&G,MC,582,RELINQ05/23/1990,689.0
0016623,1,O&G,MC,582,PROD  05/04/2004Y,2647.0
0008492,1,O&G,MC,583,EXPIR 05/31/1994,689.0
0016624,1,O&G,MC,583,PROD  04/04/2014Y,730.0
0006966,1,O&G,MC,584,EXPIR 05/31/1989,250.0
0014010,1,O&G,MC,584,RELINQ07/21/2000,148.0
0014011,1,O&G,MC,585,RELINQ06/23/1998,1089.0
0028011,1,O&G,MC,585,RELINQ04/12/2011,2805.0
0034897,1,O&G,MC,585,RELINQ05/04/2016,56.0
0022886,1,O&G,MC,586,RELINQ03/20/2006,105.0
0031514,1,O&G,MC,586,CANCEL09/25/2014,2805.0
0016625,1,O&G,MC,587,EXPIR 08/31/2004,2481.0
0027285,1,O&G,MC,587,RELINQ06/18/2009,59.0
0033746,1,O&G,MC,587,EXPIR 08/31/2016,2481.0
0035977,1,O&G,MC,587,EXPIR 07/31/2022,78.0
0037478,1,O&G,MC,587,RELINQ06/23/2025,3672.0
0038016,1,O&G,MC,587,PRIMRY,3760.0
0016626,1,O&G,MC,588,EXPIR 08/31/2004,2481.0
0027286,1,O&G,MC,588,EXPIR 04/29/2016,2481.0
0035978,1,O&G,MC,588,EXPIR 07/31/2024,78.0
0038017,1,O&G,MC,588,PRIMRY,2058.0
0007951,1,O&G,MC,589,TERMIN08/01/1990,114.0
0015494,1,O&G,MC,589,RELINQ06/29/2000,3.0
0022887,1,O&G,MC,589,EXPIR 06/29/2012,2010.0
0034898,1,O&G,MC,589,REJECT,
0035340,1,O&G,MC,589,REJECT,
0035637,1,O&G,MC,589,REJECT,
0035829,1,O&G,MC,589,REJECT,
0035979,1,O&G,MC,589,UNIT  09/03/2024Y,2058.0
0009830,1,O&G,MC,590,RELINQ04/30/1992,114.0
0022888,1,O&G,MC,590,RELINQ06/09/2010,2421.0
0034448,1,O&G,MC,590,EXPIR 08/31/2019,2058.0
0008833,1,O&G,MC,591,RELINQ05/21/1992,78.0
0008834,1,O&G,MC,592,RELINQ05/21/1992,78.0
0022889,1,O&G,MC,592,RELINQ04/26/2006,689.0
0033747,1,O&G,MC,592,RELINQ05/04/2016,56.0
0008835,1,O&G,MC,593,RELINQ01/07/1997,771.0
0018261,1,O&G,MC,593,REJECT,
0019969,1,O&G,MC,593,EXPIR 05/31/2008,2481.0
0033748,1,O&G,MC,593,RELINQ05/04/2016,56.0
0008836,1,O&G,MC,594,RELINQ01/07/1997,771.0
0018262,1,O&G,MC,594,REJECT,
0019970,1,O&G,MC,594,RELINQ04/26/2006,689.0
0031515,1,O&G,MC,594,RELINQ08/23/2017,2805.0
0009831,1,O&G,MC,595,RELINQ05/23/1997,771.0
0021177,1,O&G,MC,595,EXPIR 05/31/2009,2782.0
0009832,1,O&G,MC,596,EXPIR 05/31/1998,771.0
0022890,1,O&G,MC,596,EXPIR 06/30/2011,724.0
0009833,1,O&G,MC,597,EXPIR 04/30/1998,771.0
0021178,1,O&G,MC,597,RELINQ05/29/2003,59.0
0037479,1,O&G,MC,597,PRIMRY07/01/2023,78.0
0019971,1,O&G,MC,598,EXPIR 07/31/2008,276.0
0037757,1,O&G,MC,598,PRIMRY04/01/2024,59.0
0019972,1,O&G,MC,599,EXPIR 07/31/2008,276.0
0033165,1,O&G,MC,599,RELINQ06/07/2016,276.0
0036254,1,O&G,MC,599,EXPIR 06/30/2025,2647.0
0009834,1,O&G,MC,600,RELINQ04/29/1993,689.0
0016627,1,O&G,MC,600,RELINQ07/14/2005,78.0
0034449,1,O&G,MC,600,RELINQ12/21/2021,2647.0
0037480,1,O&G,MC,600,PRIMRY08/01/2023,2647.0
0009835,1,O&G,MC,601,RELINQ04/29/1993,
0016628,1,O&G,MC,601,RELINQ07/14/2005,78.0
0034450,1,O&G,MC,601,EXPIR 09/30/2022,2647.0
0022891,1,O&G,MC,602,RELINQ06/01/2009,2480.0
0034899,1,O&G,MC,602,RELINQ04/14/2020,2647.0
0009836,1,O&G,MC,603,RELINQ12/13/1995,1680.0
0034900,1,O&G,MC,603,RELINQ04/07/2020,2647.0
0028012,1,O&G,MC,604,EXPIR 04/30/2016,2647.0
0008837,1,O&G,MC,605,EXPIR 05/31/1997,771.0
0019973,1,O&G,MC,605,TERMIN01/08/2009,2237.0
0034901,1,O&G,MC,605,RELINQ05/13/2021,78.0
0037758,1,O&G,MC,605,PRIMRY03/01/2024,689.0
0008838,1,O&G,MC,606,TERMIN03/08/1998,114.0
0032336,1,O&G,MC,606,RELINQ06/24/2014,2237.0
0036255,1,O&G,MC,606,RELINQ06/24/2020,78.0
0009837,1,O&G,MC,607,TERMIN04/13/2011Y,2481.0
0034451,1,O&G,MC,607,UNIT  04/20/2025Y,78.0
0009838,1,O&G,MC,608,TERMIN04/13/2011,2481.0
0034902,1,O&G,MC,608,TERMIN10/08/2024,78.0
0015495,1,O&G,MC,609,EXPIR 06/30/2005,2010.0
0028013,1,O&G,MC,609,REJECT06/09/2006,
0032337,1,O&G,MC,609,REJECT07/16/2008,
0033749,1,O&G,MC,609,REJECT06/22/2010,
0034452,1,O&G,MC,609,TERMIN10/25/2024Y,1999.0
0015496,1,O&G,MC,610,EXPIR 06/30/2005,2010.0
0028014,1,O&G,MC,610,REJECT06/09/2006,
0034453,1,O&G,MC,610,RELINQ08/31/2020,78.0
0037213,1,O&G,MC,610,PRIMRY10/01/2022,2481.0
0027287,1,O&G,MC,611,RELINQ12/01/2015,689.0
0035830,1,O&G,MC,611,UNIT  09/10/2024,689.0
0008493,1,O&G,MC,612,EXPIR 05/31/1996,689.0
0018263,1,O&G,MC,612,EXPIR 07/31/2007,2481.0
0033166,1,O&G,MC,612,UNIT  04/08/2025Y,689.0
0008494,1,O&G,MC,613,EXPIR 05/31/1996,689.0
0018264,1,O&G,MC,613,REJECT,
0019974,1,O&G,MC,613,PROD  08/28/2024,689.0
0005859,1,O&G,MC,617,EXPIR 06/30/1988,593.0
0013138,1,O&G,MC,617,EXPIR 04/30/1996,981.0
0018265,1,O&G,MC,617,RELINQ09/02/2004,2169.0
0027288,1,O&G,MC,617,RELINQ04/24/2009,2790.0
0033750,1,O&G,MC,617,RELINQ05/13/2016,3165.0
0036398,1,O&G,MC,617,RELINQ08/05/2022,730.0
0005860,1,O&G,MC,618,RELINQ12/31/1987,593.0
0015497,1,O&G,MC,618,EXPIR 08/31/2000,818.0
0026268,1,O&G,MC,618,RELINQ05/13/2009,2375.0
0033751,1,O&G,MC,618,RELINQ06/02/2015,2237.0
0013139,1,O&G,MC,619,EXPIR 04/30/1999,2211.0
0021772,1,O&G,MC,619,RELINQ06/21/2005,105.0
0006967,1,O&G,MC,620,EXPIR 07/01/1991,800.0
0013683,1,O&G,MC,620,EXPIR 08/31/2000,2211.0
0022892,1,O&G,MC,620,RELINQ04/14/2006,105.0
0006968,1,O&G,MC,621,EXPIR 07/01/1991,800.0
0013684,1,O&G,MC,621,RELINQ08/25/1997,362.0
0019975,1,O&G,MC,621,EXPIR 07/31/2008,689.0
0008839,1,O&G,MC,622,RELINQ05/26/1992,967.0
0019976,1,O&G,MC,622,EXPIR 07/31/2008,689.0
0024096,1,O&G,MC,623,EXPIR 04/30/2013,687.0
0036884,1,O&G,MC,623,PRIMRY08/01/2020,2481.0
0014012,1,O&G,MC,624,RELINQ02/20/1998,148.0
0021179,1,O&G,MC,624,EXPIR 06/30/2009,2647.0
0036885,1,O&G,MC,624,PRIMRY08/01/2020,2481.0
0035341,1,O&G,MC,625,RELINQ06/10/2016,56.0
0024097,1,O&G,MC,626,EXPIR 04/30/2013,2647.0
0035342,1,O&G,MC,626,RELINQ06/10/2016,56.0
0006969,1,O&G,MC,627,EXPIR 05/31/1989,250.0
0013140,1,O&G,MC,627,EXPIR 04/30/1999,78.0
0024098,1,O&G,MC,627,EXPIR 04/30/2013,2647.0
0013141,1,O&G,MC,628,EXPIR 04/30/1999,78.0
0019977,1,O&G,MC,629,RELINQ12/19/2006,105.0
0031516,1,O&G,MC,629,RELINQ02/23/2017,2873.0
0036134,1,O&G,MC,629,RELINQ09/30/2025,2058.0
0013685,1,O&G,MC,630,RELINQ06/25/1997,362.0
0019978,1,O&G,MC,630,RELINQ05/29/2003,981.0
0028015,1,O&G,MC,630,RELINQ04/12/2011,2805.0
0034903,1,O&G,MC,630,RELINQ05/04/2016,56.0
0036399,1,O&G,MC,630,EXPIR 11/30/2023,2058.0
0009839,1,O&G,MC,631,RELINQ05/27/1993,3.0
0016629,1,O&G,MC,631,EXPIR 08/31/2004,1958.0
0027289,1,O&G,MC,631,RELINQ05/14/2015,1958.0
0037214,1,O&G,MC,631,RELINQ06/18/2024,78.0
0009840,1,O&G,MC,632,RELINQ04/29/1993,3.0
0015498,1,O&G,MC,632,EXPIR 08/31/2003,1958.0
0026269,1,O&G,MC,632,RELINQ06/30/2014,1958.0
0037215,1,O&G,MC,632,RELINQ06/18/2024,78.0
0009841,1,O&G,MC,633,RELINQ04/29/1993,3.0
0021773,1,O&G,MC,633,EXPIR 05/31/2010,2421.0
0009842,1,O&G,MC,634,RELINQ04/26/1993,114.0
0018266,1,O&G,MC,634,EXPIR 07/31/2007,1500.0
0034904,1,O&G,MC,634,RELINQ08/28/2020,2058.0
0006970,1,O&G,MC,635,RELINQ05/21/1992,78.0
0014643,1,O&G,MC,635,EXPIR 04/30/2004,2481.0
0027290,1,O&G,MC,635,EXPIR 05/30/2016,981.0
0036886,1,O&G,MC,635,RELINQ06/02/2021,2058.0
0006971,1,O&G,MC,636,RELINQ05/21/1992,78.0
0015499,1,O&G,MC,636,EXPIR 06/30/2005,689.0
0028016,1,O&G,MC,636,EXPIR 06/30/2016,59.0
0037759,1,O&G,MC,636,PRIMRY04/01/2024,2481.0
0009843,1,O&G,MC,637,RELINQ12/18/1992,1.0
0015500,1,O&G,MC,637,EXPIR 06/30/2005,3.0
0028017,1,O&G,MC,637,EXPIR 06/30/2016,56.0
0035980,1,O&G,MC,637,RELINQ05/16/2023,3247.0
0037760,1,O&G,MC,637,PRIMRY04/01/2024,2481.0
0008840,1,O&G,MC,638,RELINQ01/07/1997,771.0
0031517,1,O&G,MC,638,RELINQ08/23/2017,2805.0
0009844,1,O&G,MC,639,RELINQ05/30/1991,689.0
0013686,1,O&G,MC,639,RELINQ06/18/1998,771.0
0021180,1,O&G,MC,639,EXPIR 05/31/2009,2782.0
0016630,1,O&G,MC,640,EXPIR 08/31/2006,78.0
0025100,1,O&G,MC,641,EXPIR 04/30/2014,2782.0
0037481,1,O&G,MC,641,PRIMRY07/01/2023,78.0
0005861,1,O&G,MC,642,EXPIR 06/30/1993,1750.0
0016631,1,O&G,MC,642,RELINQ05/26/2005,78.0
