Lease_Number,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6
0026706,4,O&G,AC,1,RELINQ09/09/2014,59.0
0023360,4,O&G,AC,2,RELINQ11/27/2007,2806.0
0032914,4,O&G,AC,3,RELINQ10/28/2015,59.0
0026707,4,O&G,AC,4,RELINQ09/09/2014,59.0
0026708,4,O&G,AC,5,RELINQ09/09/2014,59.0
0019253,4,O&G,AC,6,EXPIR 11/30/2007,981.0
0035118,4,O&G,AC,6,RELINQ09/23/2016,56.0
0019254,4,O&G,AC,7,EXPIR 12/31/2007,981.0
0035119,4,O&G,AC,7,RELINQ09/23/2016,56.0
0019255,4,O&G,AC,8,EXPIR 12/31/2007,981.0
0035120,4,O&G,AC,8,RELINQ09/23/2016,56.0
0024524,4,O&G,AC,9,RELINQ11/27/2007,2806.0
0035121,4,O&G,AC,9,RELINQ09/23/2016,56.0
0024525,4,O&G,AC,10,RELINQ11/27/2007,2806.0
0035122,4,O&G,AC,10,RELINQ09/23/2016,56.0
0025703,4,O&G,AC,11,RELINQ11/14/2013,59.0
0019256,4,O&G,AC,12,EXPIR 12/31/2007,2806.0
0019257,4,O&G,AC,13,REJECT,
0020819,4,O&G,AC,13,RELINQ10/19/2007,2806.0
0019258,4,O&G,AC,14,EXPIR 11/30/2007,276.0
0035123,4,O&G,AC,14,RELINQ11/29/2017,59.0
0025704,4,O&G,AC,15,EXPIR 11/30/2014,59.0
0025705,4,O&G,AC,16,EXPIR 11/30/2014,59.0
0019259,4,O&G,AC,17,EXPIR 12/31/2007,276.0
0019260,4,O&G,AC,18,EXPIR 12/31/2007,276.0
0032915,4,O&G,AC,18,RELINQ06/16/2016,59.0
0019261,4,O&G,AC,19,EXPIR 12/31/2007,276.0
0032916,4,O&G,AC,19,RELINQ06/16/2016,59.0
0009248,4,O&G,AC,20,EXPIR 09/30/1997,1680.0
0020820,4,O&G,AC,20,RELINQ11/19/2003,1138.0
0030891,4,O&G,AC,20,RELINQ11/18/2010,1513.0
0034702,4,O&G,AC,20,RELINQ10/24/2016,56.0
0012682,4,O&G,AC,21,TERMIN05/31/2005,276.0
0030892,4,O&G,AC,21,RELINQ10/06/2015,59.0
0014255,4,O&G,AC,22,EXPIR 10/31/2003,276.0
0014256,4,O&G,AC,23,EXPIR 10/31/2003,276.0
0010379,4,O&G,AC,24,TERMIN03/03/2025Y,276.0
0010380,4,O&G,AC,25,TERMIN12/08/2025Y,276.0
0010381,4,O&G,AC,26,TERMIN12/08/2025Y,276.0
0032917,4,O&G,AC,27,RELINQ11/12/2015,59.0
0036486,4,O&G,AC,27,RELINQ04/24/2025,2058.0
0020821,4,O&G,AC,28,RELINQ11/19/2003,1138.0
0032918,4,O&G,AC,28,RELINQ11/12/2015,59.0
0036487,4,O&G,AC,28,RELINQ04/24/2025,2058.0
0019262,4,O&G,AC,29,RELINQ11/23/2005,3.0
0034703,4,O&G,AC,29,EXPIR 03/31/2020,2277.0
0020822,4,O&G,AC,30,RELINQ09/23/2003,1138.0
0034704,4,O&G,AC,30,EXPIR 03/31/2020,2277.0
0032919,4,O&G,AC,31,RELINQ11/16/2016,276.0
0036734,4,O&G,AC,31,RELINQ09/11/2025,2058.0
0031142,4,O&G,AC,32,RELINQ10/20/2015,56.0
0017499,4,O&G,AC,33,RELINQ10/19/2005,276.0
0031143,4,O&G,AC,33,RELINQ10/20/2015,56.0
0020823,4,O&G,AC,34,RELINQ10/29/2007,981.0
0032920,4,O&G,AC,34,RELINQ10/14/2014,276.0
0035749,4,O&G,AC,34,EXPIR 11/30/2025,2277.0
0017500,4,O&G,AC,35,RELINQ10/19/2005,276.0
0035750,4,O&G,AC,35,EXPIR 11/30/2022,2277.0
0017501,4,O&G,AC,36,RELINQ10/19/2005,276.0
0036862,4,O&G,AC,36,PRIMRY08/01/2020,2277.0
0017502,4,O&G,AC,37,RELINQ10/19/2005,276.0
0031144,4,O&G,AC,37,RELINQ04/16/2014,2748.0
0020824,4,O&G,AC,38,RELINQ09/14/2005,981.0
0031145,4,O&G,AC,38,RELINQ04/16/2014,2748.0
0031146,4,O&G,AC,39,RELINQ04/16/2014,2748.0
0035926,4,O&G,AC,39,EXPIR 10/31/2023,2277.0
0017503,4,O&G,AC,40,RELINQ10/30/2000,2139.0
0031147,4,O&G,AC,40,RELINQ04/16/2014,2748.0
0032921,4,O&G,AC,41,RELINQ10/14/2014,276.0
0023361,4,O&G,AC,45,RELINQ11/27/2007,2806.0
0023362,4,O&G,AC,46,RELINQ11/27/2007,2806.0
0032922,4,O&G,AC,47,RELINQ10/28/2015,59.0
0032923,4,O&G,AC,48,RELINQ10/28/2015,59.0
0019263,4,O&G,AC,51,EXPIR 12/31/2007,981.0
0035124,4,O&G,AC,51,RELINQ09/23/2016,56.0
0019264,4,O&G,AC,52,EXPIR 12/31/2007,981.0
0035125,4,O&G,AC,52,RELINQ09/23/2016,56.0
0019265,4,O&G,AC,53,EXPIR 11/30/2007,981.0
0032924,4,O&G,AC,53,RELINQ11/17/2010,2813.0
0034705,4,O&G,AC,53,RELINQ09/23/2016,56.0
0025706,4,O&G,AC,54,RELINQ11/14/2013,59.0
0035518,4,O&G,AC,54,RELINQ09/23/2016,56.0
0025707,4,O&G,AC,55,RELINQ11/14/2013,59.0
0035519,4,O&G,AC,55,RELINQ09/23/2016,56.0
0019266,4,O&G,AC,58,EXPIR 12/31/2007,276.0
0035126,4,O&G,AC,58,RELINQ11/29/2017,59.0
0019267,4,O&G,AC,59,EXPIR 12/31/2007,276.0
0035127,4,O&G,AC,59,RELINQ11/29/2017,59.0
0019268,4,O&G,AC,60,EXPIR 11/30/2007,276.0
0035520,4,O&G,AC,60,RELINQ09/04/2018,3228.0
0019269,4,O&G,AC,61,EXPIR 11/30/2007,276.0
0035521,4,O&G,AC,61,RELINQ09/04/2018,3228.0
0025708,4,O&G,AC,62,EXPIR 11/30/2014,59.0
0025709,4,O&G,AC,63,EXPIR 11/30/2014,59.0
0023363,4,O&G,AC,64,EXPIR 10/31/2011,276.0
0034706,4,O&G,AC,64,RELINQ10/24/2016,56.0
0009249,4,O&G,AC,65,TERMIN02/07/2016Y,276.0
0015956,4,O&G,AC,66,EXPIR 10/31/2005,276.0
0015957,4,O&G,AC,67,EXPIR 10/31/2005,276.0
0023364,4,O&G,AC,68,EXPIR 09/30/2011,276.0
0023365,4,O&G,AC,69,EXPIR 09/30/2011,276.0
0023366,4,O&G,AC,70,EXPIR 09/30/2011,276.0
0033470,4,O&G,AC,71,RELINQ09/08/2016,56.0
0019270,4,O&G,AC,72,RELINQ11/23/2005,3.0
0033471,4,O&G,AC,72,RELINQ09/08/2016,56.0
0019271,4,O&G,AC,73,EXPIR 12/31/2007,276.0
0032925,4,O&G,AC,73,RELINQ11/12/2015,59.0
0034118,4,O&G,AC,74,REJECT03/12/2012,
0035522,4,O&G,AC,74,REJECT,
0032926,4,O&G,AC,75,RELINQ11/16/2016,276.0
0036735,4,O&G,AC,75,RELINQ09/11/2025,2058.0
0031148,4,O&G,AC,76,RELINQ10/20/2015,56.0
0036736,4,O&G,AC,76,RELINQ09/11/2025,2058.0
0017504,4,O&G,AC,77,RELINQ10/19/2005,276.0
0031149,4,O&G,AC,77,RELINQ10/20/2015,56.0
0017505,4,O&G,AC,78,RELINQ10/19/2005,276.0
0032927,4,O&G,AC,78,RELINQ10/14/2014,276.0
0035751,4,O&G,AC,78,EXPIR 11/30/2025,2277.0
0020825,4,O&G,AC,79,RELINQ10/29/2007,981.0
0035752,4,O&G,AC,79,EXPIR 11/30/2022,2277.0
0017506,4,O&G,AC,80,RELINQ10/19/2005,276.0
0036863,4,O&G,AC,80,PRIMRY08/01/2020,2277.0
0017507,4,O&G,AC,81,RELINQ10/19/2005,276.0
0031150,4,O&G,AC,81,RELINQ04/16/2014,2748.0
0036864,4,O&G,AC,81,PRIMRY08/01/2020,2277.0
0017508,4,O&G,AC,82,RELINQ09/14/2005,981.0
0031151,4,O&G,AC,82,RELINQ04/16/2014,2748.0
0035753,4,O&G,AC,82,EXPIR 10/31/2025,2277.0
0031152,4,O&G,AC,83,RELINQ04/16/2014,2748.0
0035754,4,O&G,AC,83,EXPIR 10/31/2022,2277.0
0032928,4,O&G,AC,84,RELINQ10/14/2014,276.0
0032929,4,O&G,AC,85,RELINQ10/14/2014,276.0
0017509,4,O&G,AC,89,RELINQ10/30/2003,78.0
0020826,4,O&G,AC,91,RELINQ11/27/2007,2806.0
0027677,4,O&G,AC,92,RELINQ03/06/2015,981.0
0027678,4,O&G,AC,93,RELINQ03/06/2015,981.0
0034707,4,O&G,AC,94,RELINQ10/28/2016,56.0
0027679,4,O&G,AC,95,RELINQ03/06/2015,981.0
0019272,4,O&G,AC,96,EXPIR 11/30/2007,981.0
0034708,4,O&G,AC,96,RELINQ09/23/2016,56.0
0019273,4,O&G,AC,97,EXPIR 11/30/2007,981.0
0034709,4,O&G,AC,97,RELINQ09/23/2016,56.0
0025710,4,O&G,AC,98,RELINQ11/14/2013,59.0
0033472,4,O&G,AC,100,RELINQ09/14/2016,2481.0
0019274,4,O&G,AC,101,EXPIR 11/30/2007,276.0
0033473,4,O&G,AC,101,RELINQ09/14/2016,2481.0
0019275,4,O&G,AC,102,EXPIR 11/30/2007,276.0
0019276,4,O&G,AC,103,EXPIR 11/30/2007,276.0
0019277,4,O&G,AC,104,EXPIR 11/30/2007,276.0
0034710,4,O&G,AC,105,RELINQ10/24/2016,56.0
0025711,4,O&G,AC,106,EXPIR 11/30/2014,59.0
0025712,4,O&G,AC,107,EXPIR 11/30/2014,59.0
0025713,4,O&G,AC,108,EXPIR 11/30/2014,59.0
0024526,4,O&G,AC,109,EXPIR 11/30/2013,59.0
0024527,4,O&G,AC,110,EXPIR 11/30/2013,59.0
0015958,4,O&G,AC,111,EXPIR 10/31/2005,276.0
0023367,4,O&G,AC,112,EXPIR 09/30/2011,276.0
0023368,4,O&G,AC,113,EXPIR 09/30/2011,276.0
0015959,4,O&G,AC,114,EXPIR 10/31/2005,276.0
0030893,4,O&G,AC,114,RELINQ09/05/2014,2815.0
0034119,4,O&G,AC,115,RELINQ01/15/2014,276.0
0019278,4,O&G,AC,116,RELINQ12/17/2001,2481.0
0034120,4,O&G,AC,116,RELINQ01/15/2014,276.0
0019279,4,O&G,AC,117,EXPIR 12/31/2007,276.0
0034121,4,O&G,AC,117,RELINQ01/15/2014,276.0
0034122,4,O&G,AC,118,RELINQ01/15/2014,276.0
0034123,4,O&G,AC,119,RELINQ01/15/2014,276.0
0033474,4,O&G,AC,120,RELINQ10/20/2015,56.0
0017510,4,O&G,AC,121,RELINQ10/19/2005,276.0
0034124,4,O&G,AC,121,RELINQ01/15/2014,276.0
0017511,4,O&G,AC,122,RELINQ10/19/2005,276.0
0034125,4,O&G,AC,122,RELINQ01/15/2014,276.0
0017512,4,O&G,AC,123,RELINQ09/14/2005,981.0
0032930,4,O&G,AC,123,RELINQ10/14/2014,276.0
0020827,4,O&G,AC,124,RELINQ09/14/2005,981.0
0032931,4,O&G,AC,124,RELINQ10/14/2014,276.0
0032932,4,O&G,AC,125,RELINQ10/14/2014,276.0
0035755,4,O&G,AC,125,EXPIR 10/31/2022,2277.0
0037415,4,O&G,AC,125,PRIMRY06/01/2023,2277.0
0017513,4,O&G,AC,126,RELINQ09/14/2005,981.0
0032933,4,O&G,AC,126,RELINQ10/14/2014,276.0
0035756,4,O&G,AC,126,EXPIR 10/31/2022,2277.0
0037416,4,O&G,AC,126,PRIMRY06/01/2023,2277.0
0027680,4,O&G,AC,127,RELINQ10/15/2015,689.0
0035927,4,O&G,AC,127,EXPIR 10/31/2023,2277.0
0032934,4,O&G,AC,128,RELINQ10/14/2014,276.0
0032935,4,O&G,AC,129,RELINQ10/14/2014,276.0
0008271,4,O&G,AC,133,RELINQ09/29/1994,689.0
0017514,4,O&G,AC,133,RELINQ10/30/2003,78.0
0017515,4,O&G,AC,134,RELINQ10/30/2003,78.0
0035128,4,O&G,AC,134,RELINQ11/14/2016,56.0
0017516,4,O&G,AC,135,RELINQ10/30/2003,78.0
0027681,4,O&G,AC,135,RELINQ11/24/2009,1284.0
0034711,4,O&G,AC,135,RELINQ09/23/2016,56.0
0026709,4,O&G,AC,136,RELINQ11/07/2014,59.0
0027682,4,O&G,AC,137,EXPIR 11/29/2016,56.0
0034712,4,O&G,AC,139,RELINQ09/23/2016,56.0
0033475,4,O&G,AC,144,RELINQ09/14/2016,2481.0
0021412,4,O&G,AC,145,EXPIR 10/31/2009,276.0
0035129,4,O&G,AC,145,RELINQ09/23/2016,56.0
0021413,4,O&G,AC,146,EXPIR 10/31/2009,276.0
0035130,4,O&G,AC,146,RELINQ09/23/2016,56.0
0019280,4,O&G,AC,147,EXPIR 11/30/2007,276.0
0019281,4,O&G,AC,148,EXPIR 11/30/2007,276.0
0019282,4,O&G,AC,150,EXPIR 12/31/2007,276.0
0034713,4,O&G,AC,150,RELINQ10/24/2016,56.0
0019283,4,O&G,AC,151,EXPIR 12/31/2007,276.0
0034714,4,O&G,AC,151,RELINQ10/24/2016,56.0
0031153,4,O&G,AC,152,RELINQ07/24/2015,2481.0
0024528,4,O&G,AC,153,EXPIR 11/30/2013,59.0
0036341,4,O&G,AC,153,RELINQ10/15/2024,2058.0
0024529,4,O&G,AC,154,EXPIR 11/30/2013,59.0
0036342,4,O&G,AC,154,RELINQ10/15/2024,2058.0
0015960,4,O&G,AC,155,EXPIR 10/31/2005,276.0
0032936,4,O&G,AC,155,RELINQ10/06/2015,59.0
0036343,4,O&G,AC,155,RELINQ10/15/2024,2058.0
0015961,4,O&G,AC,156,EXPIR 10/31/2005,276.0
0015962,4,O&G,AC,157,EXPIR 10/31/2005,276.0
0034126,4,O&G,AC,157,RELINQ01/15/2014,276.0
0025714,4,O&G,AC,158,RELINQ11/12/2010,276.0
0034127,4,O&G,AC,158,RELINQ01/15/2014,276.0
0025715,4,O&G,AC,159,EXPIR 11/30/2014,59.0
0034128,4,O&G,AC,160,RELINQ03/15/2018,3228.0
0019284,4,O&G,AC,161,RELINQ12/17/2001,2481.0
0034129,4,O&G,AC,161,RELINQ03/15/2018,3228.0
0033476,4,O&G,AC,162,RELINQ10/14/2014,276.0
0017517,4,O&G,AC,163,RELINQ10/13/2005,78.0
0033477,4,O&G,AC,163,RELINQ10/14/2014,276.0
0017518,4,O&G,AC,164,RELINQ10/13/2005,78.0
0031154,4,O&G,AC,164,EXPIR 11/30/2017,981.0
0020828,4,O&G,AC,165,RELINQ09/21/2006,78.0
0031155,4,O&G,AC,165,EXPIR 11/30/2017,981.0
0017519,4,O&G,AC,166,RELINQ10/19/2005,276.0
0031156,4,O&G,AC,166,RELINQ09/23/2015,1207.0
0017520,4,O&G,AC,167,EXPIR 10/31/2006,78.0
0032937,4,O&G,AC,167,RELINQ10/14/2014,276.0
0020829,4,O&G,AC,168,RELINQ09/21/2006,78.0
0032938,4,O&G,AC,168,RELINQ10/14/2014,276.0
0024530,4,O&G,AC,169,EXPIR 11/30/2013,981.0
0027683,4,O&G,AC,170,RELINQ10/15/2015,689.0
0035928,4,O&G,AC,170,EXPIR 10/31/2023,2277.0
0026710,4,O&G,AC,171,RELINQ09/26/2007,689.0
0032939,4,O&G,AC,171,RELINQ08/01/2017,276.0
0026711,4,O&G,AC,172,RELINQ09/26/2007,689.0
0032940,4,O&G,AC,172,RELINQ08/01/2017,276.0
0032941,4,O&G,AC,173,RELINQ10/14/2014,276.0
0017521,4,O&G,AC,177,RELINQ10/30/2003,78.0
0019285,4,O&G,AC,178,RELINQ12/10/2003,78.0
0027684,4,O&G,AC,178,RELINQ11/24/2009,1284.0
0027685,4,O&G,AC,179,RELINQ11/24/2009,1284.0
0034715,4,O&G,AC,179,RELINQ09/23/2016,56.0
0019286,4,O&G,AC,180,RELINQ11/17/2003,78.0
0026712,4,O&G,AC,180,RELINQ11/07/2014,59.0
0020830,4,O&G,AC,181,EXPIR 11/30/2008,2219.0
0035523,4,O&G,AC,181,RELINQ10/28/2016,56.0
0035524,4,O&G,AC,182,RELINQ10/28/2016,56.0
0033478,4,O&G,AC,183,RELINQ10/25/2018,2277.0
0031157,4,O&G,AC,184,RELINQ11/03/2016,56.0
0033479,4,O&G,AC,185,RELINQ10/25/2018,2277.0
0034716,4,O&G,AC,186,RELINQ10/25/2018,2277.0
0034130,4,O&G,AC,187,RELINQ09/23/2016,56.0
0034131,4,O&G,AC,188,RELINQ09/23/2016,56.0
0034132,4,O&G,AC,189,RELINQ09/23/2016,56.0
0034133,4,O&G,AC,190,RELINQ09/23/2016,56.0
0019287,4,O&G,AC,191,EXPIR 11/30/2007,276.0
0034134,4,O&G,AC,191,RELINQ12/15/2020,2277.0
0009250,4,O&G,AC,192,RELINQ09/26/1996,771.0
0019288,4,O&G,AC,192,EXPIR 11/30/2007,276.0
0034135,4,O&G,AC,192,RELINQ12/15/2020,2277.0
0019289,4,O&G,AC,193,EXPIR 11/30/2007,276.0
0019290,4,O&G,AC,194,REJECT,
0021414,4,O&G,AC,194,EXPIR 11/30/2009,59.0
0019291,4,O&G,AC,195,REJECT,
0020831,4,O&G,AC,195,EXPIR 10/31/2008,59.0
0034717,4,O&G,AC,195,RELINQ09/23/2016,56.0
0031158,4,O&G,AC,196,RELINQ07/24/2015,2481.0
0036737,4,O&G,AC,196,RELINQ09/16/2025,2058.0
0031159,4,O&G,AC,197,RELINQ07/24/2015,2481.0
0036738,4,O&G,AC,197,RELINQ09/16/2025,2058.0
0031160,4,O&G,AC,198,RELINQ07/24/2015,2481.0
0036344,4,O&G,AC,198,RELINQ10/15/2024,2058.0
0015963,4,O&G,AC,199,EXPIR 10/31/2005,276.0
0032942,4,O&G,AC,199,RELINQ10/06/2015,59.0
0036345,4,O&G,AC,199,RELINQ10/15/2024,2058.0
0015964,4,O&G,AC,200,EXPIR 10/31/2005,276.0
0034136,4,O&G,AC,200,RELINQ09/23/2016,56.0
0036346,4,O&G,AC,200,RELINQ10/15/2024,2058.0
0025716,4,O&G,AC,201,RELINQ11/12/2010,276.0
0034137,4,O&G,AC,201,RELINQ09/23/2016,56.0
0036488,4,O&G,AC,201,RELINQ06/16/2025,2058.0
0025717,4,O&G,AC,202,RELINQ11/12/2010,276.0
0034138,4,O&G,AC,202,RELINQ09/23/2016,56.0
0025718,4,O&G,AC,203,RELINQ11/12/2010,276.0
0034139,4,O&G,AC,203,RELINQ09/23/2016,56.0
0033480,4,O&G,AC,205,RELINQ10/14/2014,276.0
0033481,4,O&G,AC,206,RELINQ10/14/2014,276.0
0033482,4,O&G,AC,207,RELINQ10/14/2014,276.0
0033483,4,O&G,AC,208,RELINQ10/14/2014,276.0
0031161,4,O&G,AC,209,RELINQ09/23/2015,1207.0
0017522,4,O&G,AC,210,EXPIR 10/31/2006,78.0
0031162,4,O&G,AC,210,RELINQ09/23/2015,1207.0
0017523,4,O&G,AC,211,EXPIR 10/31/2006,78.0
0031163,4,O&G,AC,211,RELINQ09/23/2015,1207.0
0017524,4,O&G,AC,212,EXPIR 10/31/2006,78.0
0031164,4,O&G,AC,212,RELINQ09/23/2015,1207.0
0024531,4,O&G,AC,213,EXPIR 11/30/2013,981.0
0033484,4,O&G,AC,214,RELINQ08/01/2017,276.0
0036193,4,O&G,AC,214,RELINQ10/27/2020,689.0
0037140,4,O&G,AC,214,PRIMRY10/01/2022,981.0
0024532,4,O&G,AC,215,EXPIR 11/30/2013,689.0
0035525,4,O&G,AC,215,RELINQ10/27/2020,689.0
0037141,4,O&G,AC,215,PRIMRY10/01/2022,981.0
0024533,4,O&G,AC,216,EXPIR 11/30/2013,689.0
0035526,4,O&G,AC,216,RELINQ10/27/2020,689.0
0037142,4,O&G,AC,216,PRIMRY10/01/2022,981.0
0017525,4,O&G,AC,217,RELINQ10/30/2000,2139.0
0024534,4,O&G,AC,217,RELINQ11/19/2010,2219.0
0017526,4,O&G,AC,221,RELINQ10/30/2003,78.0
0017527,4,O&G,AC,222,RELINQ10/30/2003,78.0
0033485,4,O&G,AC,222,RELINQ09/17/2012,3110.0
0034718,4,O&G,AC,223,RELINQ09/23/2016,56.0
0019292,4,O&G,AC,224,RELINQ11/17/2003,78.0
0034719,4,O&G,AC,224,RELINQ09/23/2016,56.0
0034720,4,O&G,AC,225,RELINQ09/23/2016,56.0
0035527,4,O&G,AC,226,RELINQ11/03/2016,56.0
0033486,4,O&G,AC,227,RELINQ10/25/2018,2277.0
0033487,4,O&G,AC,228,RELINQ10/25/2018,2277.0
0033488,4,O&G,AC,229,RELINQ10/25/2018,2277.0
0031165,4,O&G,AC,230,RELINQ09/14/2016,2481.0
0031166,4,O&G,AC,231,RELINQ09/14/2016,2481.0
0034140,4,O&G,AC,232,RELINQ09/23/2016,56.0
0034141,4,O&G,AC,233,EXPIR 02/28/2019,2277.0
0034142,4,O&G,AC,234,RELINQ12/15/2020,2277.0
0027686,4,O&G,AC,235,RELINQ04/16/2014,2528.0
0035757,4,O&G,AC,235,RELINQ11/18/2020,2277.0
0009251,4,O&G,AC,236,RELINQ09/26/1996,771.0
0027687,4,O&G,AC,236,RELINQ04/16/2014,2528.0
0009252,4,O&G,AC,237,RELINQ09/26/1996,771.0
0019293,4,O&G,AC,237,EXPIR 11/30/2007,276.0
0034143,4,O&G,AC,237,RELINQ12/15/2020,2277.0
0019294,4,O&G,AC,238,EXPIR 11/30/2007,276.0
0033489,4,O&G,AC,238,RELINQ09/24/2015,2790.0
0019295,4,O&G,AC,239,EXPIR 11/30/2007,276.0
0034721,4,O&G,AC,239,RELINQ09/23/2016,56.0
0036347,4,O&G,AC,239,RELINQ09/16/2025,2058.0
0023369,4,O&G,AC,240,EXPIR 10/31/2011,276.0
0034722,4,O&G,AC,240,RELINQ09/23/2016,56.0
0036348,4,O&G,AC,240,RELINQ09/16/2025,2058.0
0023370,4,O&G,AC,241,EXPIR 10/31/2011,276.0
0034144,4,O&G,AC,242,RELINQ09/23/2016,56.0
0015965,4,O&G,AC,243,EXPIR 10/31/2005,276.0
0030894,4,O&G,AC,243,RELINQ10/17/2011,1513.0
0034145,4,O&G,AC,243,RELINQ09/23/2016,56.0
0015966,4,O&G,AC,244,EXPIR 10/31/2005,276.0
0030895,4,O&G,AC,244,RELINQ10/17/2011,1513.0
0034146,4,O&G,AC,244,RELINQ09/23/2016,56.0
0034147,4,O&G,AC,245,RELINQ09/23/2016,56.0
0036489,4,O&G,AC,245,RELINQ06/16/2025,2058.0
0025719,4,O&G,AC,246,RELINQ11/12/2010,276.0
0025720,4,O&G,AC,247,RELINQ11/12/2010,276.0
0033490,4,O&G,AC,249,RELINQ10/21/2016,276.0
0033491,4,O&G,AC,250,RELINQ10/21/2016,276.0
0017528,4,O&G,AC,251,RELINQ10/13/2005,78.0
0033492,4,O&G,AC,251,RELINQ10/14/2014,276.0
0033493,4,O&G,AC,252,RELINQ10/14/2014,276.0
0031167,4,O&G,AC,253,RELINQ09/04/2015,2748.0
0031168,4,O&G,AC,254,RELINQ09/04/2015,2528.0
0031169,4,O&G,AC,255,RELINQ09/04/2015,2528.0
0031170,4,O&G,AC,256,RELINQ09/23/2015,1207.0
0023371,4,O&G,AC,257,RELINQ10/01/2010,78.0
0034148,4,O&G,AC,258,REJECT03/12/2012,
0035131,4,O&G,AC,258,REJECT,
0035528,4,O&G,AC,258,RELINQ10/27/2020,689.0
0037143,4,O&G,AC,258,PRIMRY10/01/2022,981.0
0033494,4,O&G,AC,259,RELINQ08/01/2017,276.0
0036194,4,O&G,AC,259,RELINQ10/27/2020,689.0
0037144,4,O&G,AC,259,PRIMRY10/01/2022,981.0
0024535,4,O&G,AC,260,RELINQ11/19/2010,2219.0
0034149,4,O&G,AC,260,REJECT,
0035132,4,O&G,AC,260,REJECT,
0035529,4,O&G,AC,260,RELINQ10/27/2020,689.0
0037145,4,O&G,AC,260,PRIMRY10/01/2022,981.0
0011601,4,O&G,AC,261,EXPIR 09/30/1999,2219.0
0024536,4,O&G,AC,261,RELINQ11/19/2010,2219.0
0034150,4,O&G,AC,261,RELINQ08/01/2017,276.0
0037983,4,O&G,AC,261,PRIMRY,2219.0
0033495,4,O&G,AC,266,RELINQ09/17/2012,3110.0
0034723,4,O&G,AC,267,RELINQ09/23/2016,56.0
0034724,4,O&G,AC,268,RELINQ09/23/2016,56.0
0034725,4,O&G,AC,271,RELINQ10/25/2018,2277.0
0033496,4,O&G,AC,272,RELINQ10/25/2018,2277.0
0033497,4,O&G,AC,273,RELINQ10/25/2018,2277.0
0033498,4,O&G,AC,274,RELINQ10/25/2018,2277.0
0031171,4,O&G,AC,275,RELINQ09/14/2016,2481.0
0031172,4,O&G,AC,276,RELINQ09/14/2016,2481.0
0034151,4,O&G,AC,277,RELINQ12/15/2020,2277.0
0034152,4,O&G,AC,278,RELINQ12/15/2020,2277.0
0027688,4,O&G,AC,279,RELINQ04/16/2014,2528.0
0035530,4,O&G,AC,279,RELINQ10/19/2020,2277.0
0009253,4,O&G,AC,280,RELINQ09/26/1996,771.0
0027689,4,O&G,AC,280,RELINQ04/16/2014,2528.0
0035531,4,O&G,AC,280,RELINQ10/19/2020,2277.0
0034153,4,O&G,AC,281,RELINQ12/15/2020,2277.0
0024537,4,O&G,AC,282,EXPIR 11/30/2013,981.0
0035758,4,O&G,AC,282,RELINQ11/18/2020,2277.0
0024538,4,O&G,AC,283,EXPIR 11/30/2013,981.0
0036349,4,O&G,AC,283,RELINQ09/16/2025,2058.0
0034154,4,O&G,AC,284,RELINQ09/23/2016,56.0
0034155,4,O&G,AC,285,RELINQ09/23/2016,56.0
0036350,4,O&G,AC,285,RELINQ09/16/2025,2058.0
0034156,4,O&G,AC,286,RELINQ09/23/2016,56.0
0036351,4,O&G,AC,286,RELINQ09/16/2025,2058.0
0034157,4,O&G,AC,287,RELINQ09/23/2016,56.0
0036352,4,O&G,AC,287,RELINQ09/16/2025,2058.0
0034158,4,O&G,AC,288,RELINQ09/23/2016,56.0
0025721,4,O&G,AC,291,RELINQ11/12/2010,276.0
0033499,4,O&G,AC,294,RELINQ10/14/2014,276.0
0017529,4,O&G,AC,295,RELINQ10/13/2005,78.0
0033500,4,O&G,AC,295,RELINQ10/14/2014,276.0
0025722,4,O&G,AC,296,EXPIR 11/30/2014,78.0
0025723,4,O&G,AC,297,EXPIR 11/30/2014,78.0
0019296,4,O&G,AC,298,EXPIR 11/30/2007,78.0
0032943,4,O&G,AC,298,RELINQ09/28/2012,78.0
0035133,4,O&G,AC,298,RELINQ08/17/2016,56.0
0017530,4,O&G,AC,299,EXPIR 10/31/2006,78.0
0031173,4,O&G,AC,299,RELINQ09/27/2016,2528.0
0036490,4,O&G,AC,299,REJECT,
0017531,4,O&G,AC,300,EXPIR 10/31/2006,78.0
0031174,4,O&G,AC,300,RELINQ10/17/2016,2481.0
0036491,4,O&G,AC,300,REJECT,
0019297,4,O&G,AC,301,EXPIR 11/30/2007,78.0
0032944,4,O&G,AC,301,RELINQ10/14/2014,276.0
0032945,4,O&G,AC,302,RELINQ05/15/2013,276.0
0024539,4,O&G,AC,304,RELINQ11/19/2010,2219.0
0011602,4,O&G,AC,305,EXPIR 09/30/1999,2219.0
0024540,4,O&G,AC,305,RELINQ11/19/2010,2219.0
0034726,4,O&G,AC,315,RELINQ09/23/2016,56.0
0031175,4,O&G,AC,316,EXPIR 10/31/2017,981.0
0019298,4,O&G,AC,317,EXPIR 10/31/2007,689.0
0033501,4,O&G,AC,317,RELINQ10/25/2018,2277.0
0019299,4,O&G,AC,318,EXPIR 10/31/2007,689.0
0033502,4,O&G,AC,318,RELINQ10/25/2018,2277.0
0031176,4,O&G,AC,319,RELINQ09/14/2016,2481.0
0031177,4,O&G,AC,320,RELINQ09/14/2016,2481.0
0031178,4,O&G,AC,321,RELINQ09/14/2016,2481.0
